sha	classification	matched_published_sha	match_method	shape	tree_status	parents	introduced_pathblobs	unmatched	novel_paths	reason	subject
b9de062d5d0d0762a3da47016d4af7216dcfb813	UNIQUE		none	STASH_UNTRACKED	TREE_UNIQUE	0	3	3	3	introduces 3 path(s) absent from all 295 published trees: .eng-manager-state.md;.scratchpad/pr-reviews/pr-f35-inspector-title-constant-review.md;web/src/gen/grpc-error.ts	untracked files on feat/f35-inspector-title-constant: 21d4abb feat(inspector): move task title to constant position above tabs
ba93de89684e18a6c5d075dd035e14cd3ea10541	UNIQUE		none	ORDINARY	TREE_UNIQUE	1	11	6	1	introduces 1 path(s) absent from all 295 published trees: internal/decomposer/llm_openai.go	feat: add decomposer binary for LLM-driven task DAG creation
baf999a1cda8d1a389e70900ad210a330347a111	DUPLICATE	b4d2c2cb947193ecb40e2872b95258cd7c630ade	(path,blob) containment; earliest published carrier	STASH_UNTRACKED	TREE_UNIQUE	0	3	0	0	all 3 introduced (path,blob) pairs already present in published history; only the commit boundary differs	untracked files on feat/extstore-b6-collection-selector: 0d72f31 feat: enhance collection selector with platform icons and external collection labels
be1b77d863cccc9bccb992ddb3134b1743e0a406	NO_CONTENT		none	STASH_INDEX	TREE_MATCHES_REFREACHABLE	1	0	0	0	introduces no blob (empty vs first parent)	index on fix/passthrough-spinner: 4426fcc fix: address review feedback for passthrough spinner fix
be22f018bc449141d0347859f9fe65b8f74b1515	NO_CONTENT		none	STASH_INDEX	TREE_MATCHES_REFREACHABLE	1	0	0	0	introduces no blob (empty vs first parent)	index on feat/extstore-b7-read-only-mode: b4d2c2c feat: route graph queries through ephemeral SQLite for external collections (#100)
bf77aca45ac1dcbe4bc53654d1684f204c4c5254	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	4	1	0	1 of 4 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (25/25) present in published main	feat(web): scroll/frame-to-item on task navigation
c4136643695cd17854593b4b50008877b08da159	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	5	1	0	1 of 5 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (16/16) present in published main	feat: add x-farmtable-token fallback header for IAP compatibility
c62d0293d9c8f87bca051b2478e3f4aab585f1dd	DUPLICATE	224fc981685d0599bba56d403779e3a7df5e0846	patch-id --stable exact	ORDINARY	TREE_MATCHES_REFREACHABLE	1	4	0	0	patch-id identical to published commit 224fc981685d0599bba56d403779e3a7df5e0846	feat: add ft collection link/unlink/links CLI commands
c78935f6fb8bd5e7080137042e8c49d97abf46e4	DUPLICATE	5cb2a63430ef50307663a29668c3da4e4481cb58	(path,blob) containment; earliest published carrier	STASH_WIP	TREE_UNIQUE	2	2	0	0	all 2 introduced (path,blob) pairs already present in published history; only the commit boundary differs	WIP on main: faa6982 feat: add LinkedAccount store methods with tests (#93)
cc6d6239b5f6229836480f3a871242afb851a0de	UNIQUE		none	ORDINARY	TREE_UNIQUE	1	1	1	1	introduces 1 path(s) absent from all 295 published trees: .design/project-log/url-scheme-validation-r5-fix-round.md	docs: repair a SHA this log named and then amended out of existence
cd4b9ce9f7bc8ed98195c9cee1f247d9758fe3de	SUPERSEDED_DRAFT		none	STASH_WIP	TREE_UNIQUE	2	1	1	0	1 of 1 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state	WIP on auth/stage6-credential-improvements: e32dad9 feat(auth): add encrypted credential storage, OAuth flows, token refresh, and monitoring
d16632d9a240742adaf4b3bee2798978fe228f9c	NO_CONTENT		none	NEGCONTROL	TREE_UNIQUE	0	0	0	0	introduces no blob (empty vs first parent); parentless, empty tree	NEGATIVE CONTROL for the #170 preserve-ref fetch, 2026-07-28. On NO ref, exists only in farmtable-em-verify195's object store. If this SHA ever resolves in canonical, the fetch transferred more than its refspec named.
d215cd4724cf116ab93dddfbb3957ec18a1570bf	SUPERSEDED_DRAFT		none	STASH_WIP	TREE_UNIQUE	3	8	7	0	7 of 8 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state	WIP on feat/extstore-b7-read-only-mode: b4d2c2c feat: route graph queries through ephemeral SQLite for external collections (#100)
d252f3d723aeade9e5d684e3bfe53392a9f9b4cd	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	3	1	0	1 of 3 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (6/6) present in published main	fix: address export/import web UI review findings
d6690afd4f84d61a935529f09229921c47a6182b	DUPLICATE	18657ee9f1ba298e0658b25c5b33de31fe505cdc	(path,blob) containment; earliest published carrier	ORDINARY	TREE_MATCHES_REFREACHABLE	1	5	0	0	all 5 introduced (path,blob) pairs already present in published history; only the commit boundary differs	fix: address R1 review feedback for collection picker
d6d91c26204d3cffae8f69e266e8a12e988e890a	UNIQUE		none	STASH_UNTRACKED	TREE_UNIQUE	0	51	50	48	introduces 48 path(s) absent from all 295 published trees: .design/project-log/feature-3-review-r1.md;.design/project-log/feature-3-review-r2.md;.design/reviews/pr-feat-cli-integration-tests-review-r1.md	untracked files on feat/extstore-b7-read-only-mode: b4d2c2c feat: route graph queries through ephemeral SQLite for external collections (#100)
d957cdf49ccdaf6ce306d1383ed14a48d4e94740	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	23	15	0	15 of 23 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (25/25) present in published main	feat: add LinkedAccount Ent schema
da1861e19e6b9205732295b2e41474d0be41c392	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	2	1	0	1 of 2 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (4/4) present in published main	fix: address review feedback and spec compliance for command palette
dbe84c1dd88a1c9d8f167d329c2c36e80f40b284	NO_CONTENT		none	STASH_INDEX	TREE_UNIQUE	1	0	0	0	introduces no blob (empty vs first parent)	index on feat/export-import-web-ui: d252f3d fix: address export/import web UI review findings
dd988fe498888691d915ffccb79b44c43020a374	DUPLICATE	e608750b1148d7850da06f19ac896388fcbd47e9	(path,blob) containment; earliest published carrier	STASH_WIP	TREE_UNIQUE	2	2	0	0	all 2 introduced (path,blob) pairs already present in published history; only the commit boundary differs	WIP on feat/extstore-a5-linkedaccount-rpcs: 24f51da feat: add LinkedAccount gRPC server RPC handlers
df14b5265163ab4f69ecbe83813b256316098c2a	DUPLICATE	b8ee51f8afdabd2708f8eaba00c3d4d448a6fd3a	(path,blob) containment; earliest published carrier	STASH_INDEX	TREE_UNIQUE	1	1	0	0	all 1 introduced (path,blob) pairs already present in published history; only the commit boundary differs	index on feat/decomposer-extras: 840fad2 chore: change default GenAI model to gemini-3.6-flash
e222bf59b01934fa92792e07b5f86acef4c756b1	UNIQUE		none	STASH_WIP	TREE_MATCHES_REFREACHABLE	3	1	1	1	introduces 1 path(s) absent from all 295 published trees: web/src/util/markdown.test.ts	WIP on markdown-sanitize: eb190c1 docs: log #195 pre-merge cleanup round
e5d8b48f845a2b2f2cc846cef56c269030b32a05	NO_CONTENT		none	STASH_UNTRACKED	TREE_UNIQUE	0	0	0	0	introduces no blob (empty vs first parent); parentless, empty tree	untracked files on markdown-sanitize: eb190c1 docs: log #195 pre-merge cleanup round
e60519fd850175bd6c8ab091132890b19c640c0c	UNIQUE		none	STASH_UNTRACKED	TREE_UNIQUE	0	48	48	48	introduces 48 path(s) absent from all 295 published trees: .design/project-log/feature-3-review-r1.md;.design/project-log/feature-3-review-r2.md;.design/reviews/pr-feat-cli-integration-tests-review-r1.md	untracked files on feat/extstore-b3-lazy-registration: faa6982 feat: add LinkedAccount store methods with tests (#93)
e6a7fcd65ea4ae01bfca83ffaab34e21891fb443	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	8	6	0	6 of 8 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (25/25) present in published main	feat: add collection export/import web UI
e85635b32b4c412403ae884e0e4b6108622cd0ef	DUPLICATE	29557067880ce123919c3b267c34472014cd26c0	(path,blob) containment; earliest published carrier	STASH_WIP	TREE_UNIQUE	2	2	0	0	all 2 introduced (path,blob) pairs already present in published history; only the commit boundary differs	WIP on auth/stage6-credential-improvements: e32dad9 feat(auth): add encrypted credential storage, OAuth flows, token refresh, and monitoring
e8ed0b6ec0a262692a54e5a6fd35c2f73e88f568	NO_CONTENT		none	STASH_INDEX	TREE_MATCHES_REFREACHABLE	1	0	0	0	introduces no blob (empty vs first parent)	index on feat/extstore-b3-lazy-registration: faa6982 feat: add LinkedAccount store methods with tests (#93)
ea4ba5e896fdc5fd7c1f43d3f783b99f52194857	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	1	1	0	1 of 1 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (14/14) present in published main	feat: add interactive label editing to inspector
ea6b8654a84ca1966c612025ce020758d343d7e4	DUPLICATE	b8ee51f8afdabd2708f8eaba00c3d4d448a6fd3a	(path,blob) containment; earliest published carrier	STASH_WIP	TREE_UNIQUE	2	1	0	0	all 1 introduced (path,blob) pairs already present in published history; only the commit boundary differs	WIP on feat/decomposer-extras: 840fad2 chore: change default GenAI model to gemini-3.6-flash
eae434d2603d584631a166a31a1b421b50936afb	SUPERSEDED_DRAFT		none	STASH_WIP	TREE_UNIQUE	2	4	3	0	3 of 4 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state	WIP on fix/passthrough-spinner: d95a755 feat(web): add UI read-only mode for external collections (B7) (#104)
ede1c28c26be04a53448975abc3a26384f4f5b37	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	10	7	0	7 of 10 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (14/14) present in published main	feat(web): add UI read-only mode for external collections
f4e9a6113e58cf68e572e32702d3789ab998485c	NO_CONTENT		none	STASH_INDEX	TREE_MATCHES_REFREACHABLE	1	0	0	0	introduces no blob (empty vs first parent)	index on feat/extstore-b8-poll-refresh: ad1d043 feat: enhance collection selector with platform icons and external collection labels (#99)
f55be11f0ed461e0a3ffb021f858f4d465d9abf6	SUPERSEDED_DRAFT		none	STASH_WIP	TREE_UNIQUE	2	2	1	0	1 of 2 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state	WIP on feat/extstore-a5-linkedaccount-rpcs: faa6982 feat: add LinkedAccount store methods with tests (#93)
f56e5eb0aa8f4f253a9b6b6c7b5a8828d7fd485d	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	4	1	0	1 of 4 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (19/19) present in published main	feat: add Inspector tabs with General and Relationships views
f6806566aa86f4a11d5f507831d66863cd449bec	SUPERSEDED_DRAFT		none	STASH_WIP	TREE_UNIQUE	2	2	2	0	2 of 2 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state	WIP on main: befeffd Merge branch 'auth/stage2-web-dashboard-auth'
fe8f586052a7454a0f02ac0e7ef0ee31221f3b28	SUPERSEDED_DRAFT		none	ORDINARY	TREE_UNIQUE	1	4	3	0	3 of 4 introduced (path,blob) pairs unmatched, but every touched path IS published => pre-merge intermediate state; distinctive-identifier landing check 100% (25/25) present in published main	feat(web): add relationship delete and quick-add via command palette
